Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Category,Venue Lat,Venue Lon
Altona-Altstadt,53.550183676157346,9.946534688104327,Marseille,French Restaurant,53.544370505858176,9.942527353909844
Altona-Altstadt,53.550183676157346,9.946534688104327,Altonaer Balkon,Park,53.54535663470883,9.93934392929077
Altona-Altstadt,53.550183676157346,9.946534688104327,Pizza-Bande,Pizza Place,53.548917651912205,9.95757297737212
Altona-Altstadt,53.550183676157346,9.946534688104327,Hamburger Fischmarkt,Fish Market,53.5454031645907,9.953175767409135
Altona-Altstadt,53.550183676157346,9.946534688104327,Hafenklang,Nightclub,53.54452469857831,9.948254227638245
Altona-Altstadt,53.550183676157346,9.946534688104327,Café Schmidt,Café,53.544659052047145,9.93987940768858
Altona-Altstadt,53.550183676157346,9.946534688104327,Fischmarkt,Plaza,53.54576462806126,9.951982498168945
Altona-Altstadt,53.550183676157346,9.946534688104327,Fritzis,Café,53.55268488934891,9.957408735626654
Altona-Altstadt,53.550183676157346,9.946534688104327,Gezi Park Fiction St. Pauli,Public Art,53.54632443046819,9.957240056326915
Altona-Altstadt,53.550183676157346,9.946534688104327,Weinladen,Wine Bar,53.553221311091804,9.957930619329405
Altona-Altstadt,53.550183676157346,9.946534688104327,Atlantik Fisch / BistrOcean,Seafood Restaurant,53.54462125840785,9.937263228681125
Altona-Altstadt,53.550183676157346,9.946534688104327,Fischmarkt Bistro,Seafood Restaurant,53.54453592542534,9.939992718293329
Altona-Altstadt,53.550183676157346,9.946534688104327,Drip Bar,Cocktail Bar,53.54702334779768,9.957464548001381
Altona-Altstadt,53.550183676157346,9.946534688104327,STANDARD,Cocktail Bar,53.551189,9.957895
Altona-Altstadt,53.550183676157346,9.946534688104327,IKEA,Furniture / Home Store,53.55174509921777,9.941327501572681
Altona-Altstadt,53.550183676157346,9.946534688104327,Pauli Pizza,Pizza Place,53.550599301135215,9.960124789897849
Altona-Altstadt,53.550183676157346,9.946534688104327,Köz Urfa,Turkish Restaurant,53.55257243674773,9.93640422821045
Altona-Altstadt,53.550183676157346,9.946534688104327,ÜberQuell,Brewery,53.546233178075205,9.958425164222717
Altona-Altstadt,53.550183676157346,9.946534688104327,Fischereihafen Restaurant,Seafood Restaurant,53.544425733498166,9.935974947520897
Altona-Altstadt,53.550183676157346,9.946534688104327,kraweel,Café,53.55277097366743,9.96017709849544
Altona-Altstadt,53.550183676157346,9.946534688104327,Fisch & so,Seafood Restaurant,53.544183608057196,9.942382567984673
Altona-Altstadt,53.550183676157346,9.946534688104327,Wohlers Park (Friedhof Norderreihe),Park,53.55858891394935,9.953012466430664
Altona-Altstadt,53.550183676157346,9.946534688104327,Klippkroog,Café,53.55216555158752,9.939046109459436
Altona-Altstadt,53.550183676157346,9.946534688104327,Tibet,Asian Restaurant,53.55846805172985,9.939434700720389
Altona-Altstadt,53.550183676157346,9.946534688104327,Dockland Dachterrasse,Scenic Lookout,53.543312325791725,9.934186458990439
Altona-Altstadt,53.550183676157346,9.946534688104327,Freudenhaus Bar,Whisky Bar,53.55021223399957,9.96223301599699
Altona-Altstadt,53.550183676157346,9.946534688104327,Aalhaus,Bar,53.559399142071506,9.946953251787459
Altona-Altstadt,53.550183676157346,9.946534688104327,Kandie Shop,Café,53.55327523062086,9.961399002579984
Altona-Altstadt,53.550183676157346,9.946534688104327,Zeit für Brot,Bakery,53.55193649090704,9.928606237971705
Altona-Altstadt,53.550183676157346,9.946534688104327,Bäcker Gaues,Bakery,53.55212945254827,9.929720163345337
Altona-Altstadt,53.550183676157346,9.946534688104327,Macaibo,Venezuelan Restaurant,53.560376,9.948465
Altona-Altstadt,53.550183676157346,9.946534688104327,La Crème De La Crêpe,Creperie,53.550718,9.932928
Altona-Altstadt,53.550183676157346,9.946534688104327,Cuneo,Italian Restaurant,53.54786194691553,9.962817450588192
Altona-Altstadt,53.550183676157346,9.946534688104327,Knuth,Café,53.55305355006319,9.93116519247737
Altona-Altstadt,53.550183676157346,9.946534688104327,Asia Imbiss T.Y. Kim,Asian Restaurant,53.55383639795128,9.96321049801264
Altona-Altstadt,53.550183676157346,9.946534688104327,Leche de Tigre,Peruvian Restaurant,53.55642843425139,9.932466745376587
Altona-Altstadt,53.550183676157346,9.946534688104327,Playground Coffee,Coffee Shop,53.551626293243174,9.965190243212096
Altona-Altstadt,53.550183676157346,9.946534688104327,The Chug Club Bar,Cocktail Bar,53.54818648918455,9.965179593563755
Altona-Altstadt,53.550183676157346,9.946534688104327,Luicella's,Ice Cream Shop,53.55060811689767,9.96491350137642
Altona-Altstadt,53.550183676157346,9.946534688104327,Alles Elbe,Bar,53.55310783592152,9.962821304798126
Altona-Altstadt,53.550183676157346,9.946534688104327,StrandPauli,Beach Bar,53.546010797059665,9.962032975184897
Altona-Altstadt,53.550183676157346,9.946534688104327,Anno 1905,German Restaurant,53.561045,9.947982
Altona-Altstadt,53.550183676157346,9.946534688104327,Klappe,Bistro,53.55383491271834,9.929373298429581
Altona-Altstadt,53.550183676157346,9.946534688104327,Jim Block,Burger Joint,53.55166292931424,9.939198980361475
Altona-Altstadt,53.550183676157346,9.946534688104327,Liebes Bisschen,Cupcake Shop,53.55138476434092,9.93079741634237
Altona-Altstadt,53.550183676157346,9.946534688104327,Eaton Place,Tea Room,53.550692,9.930022
Altona-Altstadt,53.550183676157346,9.946534688104327,Zuckermonarchie,Café,53.548480793930274,9.965178371454929
Altona-Altstadt,53.550183676157346,9.946534688104327,Zur Traube,Wine Bar,53.54860689335898,9.931306532043095
Altona-Altstadt,53.550183676157346,9.946534688104327,380° Pizza Bar,Pizza Place,53.55251,9.93667
Altona-Altstadt,53.550183676157346,9.946534688104327,CODOS,Coffee Shop,53.55380305297155,9.928791168085377
Altona-Altstadt,53.550183676157346,9.946534688104327,east Hotel,Hotel,53.55113096853984,9.96578485655975
Altona-Altstadt,53.550183676157346,9.946534688104327,REWE CENTER,Supermarket,53.5538782,9.9370989
Altona-Altstadt,53.550183676157346,9.946534688104327,Fischmarkt Altona,Fish Market,53.54449220184261,9.942324615889225
Altona-Altstadt,53.550183676157346,9.946534688104327,Möwe Sturzflug,Cocktail Bar,53.552326205427335,9.965133454246926
Altona-Altstadt,53.550183676157346,9.946534688104327,Brücke 10,Seafood Restaurant,53.54539242209595,9.963905112064776
Altona-Altstadt,53.550183676157346,9.946534688104327,Billy the Butcher,Steakhouse,53.55216377184756,9.932005486960792
Altona-Altstadt,53.550183676157346,9.946534688104327,Kleine Brunnenstrasse 1,Restaurant,53.55085672740747,9.92722773045553
Altona-Altstadt,53.550183676157346,9.946534688104327,Spritzenplatz Biomarkt,Farmers Market,53.551734695246815,9.930365779559747
Altona-Altstadt,53.550183676157346,9.946534688104327,Stuhlmannbrunnen,Fountain,53.54977816076663,9.93543715717264
Altona-Altstadt,53.550183676157346,9.946534688104327,Ashoka,Indian Restaurant,53.553285456105776,9.965486277314596
Altona-Altstadt,53.550183676157346,9.946534688104327,Kleine Pause,Fast Food Restaurant,53.55492300828097,9.96249894867613
Altona-Altstadt,53.550183676157346,9.946534688104327,Henssler at Home,Sushi Restaurant,53.544621,9.937157
Altona-Altstadt,53.550183676157346,9.946534688104327,Reh-Bar,Pub,53.55176134126183,9.92731136758836
Altona-Altstadt,53.550183676157346,9.946534688104327,TIDE Treibholz & Feinkost,Deli / Bodega,53.55114573205989,9.927253974560845
Altona-Altstadt,53.550183676157346,9.946534688104327,Mr. Kebab,Kebab Restaurant,53.556387,9.962702
Altona-Altstadt,53.550183676157346,9.946534688104327,Hugendubel,Bookstore,53.55255968906579,9.93189811706543
Altona-Altstadt,53.550183676157346,9.946534688104327,Plyground,Furniture / Home Store,53.553709,9.931391
Altona-Altstadt,53.550183676157346,9.946534688104327,Blaue Blume,German Restaurant,53.55970680077474,9.93978132881298
Altona-Altstadt,53.550183676157346,9.946534688104327,Schamotte,Pizza Place,53.55266343868574,9.929980160212839
Altona-Altstadt,53.550183676157346,9.946534688104327,L'Orient Restaurant Libanais,Middle Eastern Restaurant,53.55434743365775,9.928610525218206
Altona-Altstadt,53.550183676157346,9.946534688104327,Mr. Dam,Thai Restaurant,53.55091031855073,9.930001766216348
Altona-Altstadt,53.550183676157346,9.946534688104327,Burger Village,Burger Joint,53.547098,9.936471
Altona-Altstadt,53.550183676157346,9.946534688104327,Vulcão Café Pastelaria,Café,53.554166682580934,9.928436555729899
Altona-Altstadt,53.550183676157346,9.946534688104327,Altonaer Theater,Theater,53.54844437727153,9.934561550617218
Altona-Altstadt,53.550183676157346,9.946534688104327,Café Centrale,Café,53.55386,9.928185
Altona-Altstadt,53.550183676157346,9.946534688104327,Wochenmarkt am Spritzenplatz,Farmers Market,53.55196994186947,9.930460950457729
Altona-Altstadt,53.550183676157346,9.946534688104327,Lilli Su,Café,53.55252398417973,9.93056080542779
Altona-Altstadt,53.550183676157346,9.946534688104327,Goedekens Kombüse,Seafood Restaurant,53.54458032703408,9.936444986828837
Altona-Altstadt,53.550183676157346,9.946534688104327,Stadtbäckerei,Bakery,53.55179605036397,9.927751569453028
Altona-Altstadt,53.550183676157346,9.946534688104327,Toast Bar,Bar,53.556327278251345,9.962930884338345
Altona-Altstadt,53.550183676157346,9.946534688104327,Elbfisch,Seafood Restaurant,53.55085407869539,9.930114583609749
Altona-Altstadt,53.550183676157346,9.946534688104327,Ume No Hana,Ramen Restaurant,53.556348518765134,9.961848514817435
Altona-Altstadt,53.550183676157346,9.946534688104327,Alnatura,Organic Grocery,53.553219610848366,9.933616009478097
Altona-Altstadt,53.550183676157346,9.946534688104327,bok,Asian Restaurant,53.552129938410566,9.933511103076318
Altona-Altstadt,53.550183676157346,9.946534688104327,ON STAGE Trainingscenter,Gym / Fitness Center,53.550643511620706,9.932723129329451
Altona-Altstadt,53.550183676157346,9.946534688104327,Beisser,Butcher,53.55218253344916,9.931933321436812
Altona-Altstadt,53.550183676157346,9.946534688104327,Von der Motte,Café,53.5506455591736,9.92931467759951
Altona-Altstadt,53.550183676157346,9.946534688104327,Au Quai,Seafood Restaurant,53.544290919825286,9.934470442666653
Altona-Altstadt,53.550183676157346,9.946534688104327,Søstrene Grene,Gift Shop,53.55214978038984,9.931087438055977
Altona-Altstadt,53.550183676157346,9.946534688104327,RAIN Cafeatery,Café,53.55280608755218,9.930896339654643
Altona-Altstadt,53.550183676157346,9.946534688104327,Petit Amour,French Restaurant,53.551424,9.930783
Altona-Altstadt,53.550183676157346,9.946534688104327,Brasserie La Provence,French Restaurant,53.550363396577794,9.926970153392023
Altona-Altstadt,53.550183676157346,9.946534688104327,Eclair au Café,Café,53.553763770783085,9.929251605145557
Altona-Altstadt,53.550183676157346,9.946534688104327,Balutschistan,Pakistani Restaurant,53.55425062835011,9.928557150936555
Altona-Altstadt,53.550183676157346,9.946534688104327,Ribatejo,Tapas Restaurant,53.54991144626314,9.930363791786986
Altona-Altstadt,53.550183676157346,9.946534688104327,Anna Bistro,Italian Restaurant,53.554297,9.931507
Altona-Altstadt,53.550183676157346,9.946534688104327,Idee Creativmarkt,Arts & Crafts Store,53.55266627337757,9.931688815629222
Altona-Altstadt,53.550183676157346,9.946534688104327,Tabak Börse,Convenience Store,53.556526,9.962726
Altona-Nord,53.56323304186646,9.942541919855124,Anno 1905,German Restaurant,53.561045,9.947982
Altona-Nord,53.56323304186646,9.942541919855124,Macaibo,Venezuelan Restaurant,53.560376,9.948465
Altona-Nord,53.56323304186646,9.942541919855124,Quatsch Comedy Club,Comedy Club,53.56254926821268,9.948993474039156
Altona-Nord,53.56323304186646,9.942541919855124,Aalhaus,Bar,53.559399142071506,9.946953251787459
Altona-Nord,53.56323304186646,9.942541919855124,Tibet,Asian Restaurant,53.55846805172985,9.939434700720389
Altona-Nord,53.56323304186646,9.942541919855124,Stage Theater Neue Flora,Theater,53.56266,9.94972
Altona-Nord,53.56323304186646,9.942541919855124,Blaue Blume,German Restaurant,53.55970680077474,9.93978132881298
Altona-Nord,53.56323304186646,9.942541919855124,Fitness First Platinum Swim Club,Gym / Fitness Center,53.56298800000003,9.932485127647396
Altona-Nord,53.56323304186646,9.942541919855124,Malto,Beer Bar,53.555468,9.942967
Altona-Nord,53.56323304186646,9.942541919855124,Wohlers Park (Friedhof Norderreihe),Park,53.55858891394935,9.953012466430664
Altona-Nord,53.56323304186646,9.942541919855124,Waagenbau,Nightclub,53.56156364090115,9.955641595098312
Altona-Nord,53.56323304186646,9.942541919855124,Leche de Tigre,Peruvian Restaurant,53.55642843425139,9.932466745376587
Altona-Nord,53.56323304186646,9.942541919855124,Food Truck Market,Street Food Gathering,53.56410586751409,9.940271957949214
Altona-Nord,53.56323304186646,9.942541919855124,Human Empire,Gift Shop,53.56548416283303,9.95900498010194
Altona-Nord,53.56323304186646,9.942541919855124,Juice Club,Nightclub,53.56292228693525,9.944665431976318
Altona-Nord,53.56323304186646,9.942541919855124,Central Park,Beach Bar,53.56301787104133,9.959063529968262
Altona-Nord,53.56323304186646,9.942541919855124,Wohlers,Restaurant,53.557168,9.954764
Altona-Nord,53.56323304186646,9.942541919855124,Alnatura,Organic Grocery,53.556784635721385,9.928434753805787
Altona-Nord,53.56323304186646,9.942541919855124,Espresso Tecnica,Coffee Shop,53.561431948211414,9.927360324611698
Altona-Nord,53.56323304186646,9.942541919855124,EDEKA Sven Anders,Supermarket,53.55900363801654,9.950079352813617
Altona-Nord,53.56323304186646,9.942541919855124,Weber Grill Akademie,Steakhouse,53.56194665589681,9.926743459536278
Altona-Nord,53.56323304186646,9.942541919855124,Festland,Water Park,53.55466351001532,9.951443947695756
Altona-Nord,53.56323304186646,9.942541919855124,Fabrik,Music Venue,53.55647009580488,9.929314668220734
Altona-Nord,53.56323304186646,9.942541919855124,Boston Hotel,Hotel,53.56211213926312,9.952807351736553
Altona-Nord,53.56323304186646,9.942541919855124,McFIT,Gym / Fitness Center,53.57307689054903,9.940432906150818
Altona-Nord,53.56323304186646,9.942541919855124,Fressnapf XXL,Pet Store,53.56549827421128,9.927684749231043
Altona-Nord,53.56323304186646,9.942541919855124,Shankra Quick,Indian Restaurant,53.56030728056864,9.948345824983734
Altona-Nord,53.56323304186646,9.942541919855124,Astra-Stube,Music Venue,53.561139633646164,9.955530808299196
Altona-Nord,53.56323304186646,9.942541919855124,Calumet,Camera Store,53.55834398761835,9.928672369719727
Altona-Nord,53.56323304186646,9.942541919855124,Salon du Bloc,Climbing Gym,53.5684037470057,9.956451989198941
Altona-Nord,53.56323304186646,9.942541919855124,espressolution,Coffee Shop,53.560928,9.959925
Altona-Nord,53.56323304186646,9.942541919855124,Atlas,German Restaurant,53.56114839982971,9.927572567143425
Altona-Nord,53.56323304186646,9.942541919855124,Eclair au Café,Café,53.56828092661108,9.956158887080635
Altona-Nord,53.56323304186646,9.942541919855124,Calpesa,Grocery Store,53.56730207005588,9.929212309456004
Altona-Nord,53.56323304186646,9.942541919855124,Café Mola,Café,53.56524894856587,9.929379395533957
Altona-Nord,53.56323304186646,9.942541919855124,Fundbureau,Nightclub,53.56140556215182,9.954364743913894
Altona-Nord,53.56323304186646,9.942541919855124,Marktzeit in der Fabrik,Market,53.5564580491465,9.929252635363783
Altona-Nord,53.56323304186646,9.942541919855124,Monsieur Alfon's,French Restaurant,53.561559153651,9.948051210303388
Altona-Nord,53.56323304186646,9.942541919855124,Mamalicious,Vegetarian / Vegan Restaurant,53.563680376508444,9.95980734180416
Altona-Nord,53.56323304186646,9.942541919855124,REWE CENTER,Supermarket,53.5538782,9.9370989
Altona-Nord,53.56323304186646,9.942541919855124,Kühne Lage,Wine Bar,53.562503095367354,9.929005758096755
Altona-Nord,53.56323304186646,9.942541919855124,Monkeys Music Club,Performing Arts Venue,53.55760663372148,9.93105148068138
Altona-Nord,53.56323304186646,9.942541919855124,Holsten-Brauerei,Brewery,53.561765529731275,9.944920978876887
Altona-Nord,53.56323304186646,9.942541919855124,Chaussee Café,Bakery,53.56854311555645,9.95532852445766
Altona-Nord,53.56323304186646,9.942541919855124,Juli,Bar,53.56446910579213,9.959721349049442
Altona-Nord,53.56323304186646,9.942541919855124,Taverne Ägäis,Taverna,53.56496796558506,9.953585274871767
Altona-Nord,53.56323304186646,9.942541919855124,METRO Cash & Carry,Big Box Store,53.5651197,9.9384317
Altona-Nord,53.56323304186646,9.942541919855124,exit2life,Escape Room,53.565410267986266,9.958543351929615
Altona-Nord,53.56323304186646,9.942541919855124,Café Altamira,Tapas Restaurant,53.560050799934864,9.927427602126695
Altona-Nord,53.56323304186646,9.942541919855124,Bar Rossi,Cocktail Bar,53.56388101394367,9.959860675992559
Altona-Nord,53.56323304186646,9.942541919855124,Budnikowsky,Pharmacy,53.569204481717996,9.954632011130895
Altona-Nord,53.56323304186646,9.942541919855124,La Taskita,Mexican Restaurant,53.5673026764469,9.929234190104959
Altona-Nord,53.56323304186646,9.942541919855124,Alsen Oase,Food & Drink Shop,53.566109644497104,9.951867687804022
Altona-Nord,53.56323304186646,9.942541919855124,Sterngarten,Dive Bar,53.561437683560875,9.954817116396764
Altona-Nord,53.56323304186646,9.942541919855124,Sein,Café,53.555977022501814,9.947073922613736
Altona-Nord,53.56323304186646,9.942541919855124,Feuervogel Altona,Restaurant,53.55937244084653,9.948987893954614
Altona-Nord,53.56323304186646,9.942541919855124,Restaurant Breitengrad,Sri Lankan Restaurant,53.5639057665144,9.95047945644804
Altona-Nord,53.56323304186646,9.942541919855124,Squash Point,Gym / Fitness Center,53.56828784909334,9.956014608694153
Altona-Nord,53.56323304186646,9.942541919855124,Stage Club,Nightclub,53.56248946351753,9.948919464705343
Altona-Nord,53.56323304186646,9.942541919855124,LYS Vintage,Furniture / Home Store,53.568583251755385,9.956666157693428
Altona-Nord,53.56323304186646,9.942541919855124,rebelllounge,Lounge,53.56449401570269,9.959547554734566
Altona-Nord,53.56323304186646,9.942541919855124,BurgerKultour,Burger Joint,53.56696799279832,9.957313786673213
Altona-Nord,53.56323304186646,9.942541919855124,Dreißig,Bar,53.57247914220356,9.950682922850872
Altona-Nord,53.56323304186646,9.942541919855124,Kaffeemanufaktur Becking,Coffee Shop,53.566416,9.931832
Altona-Nord,53.56323304186646,9.942541919855124,The Big Balmy,Food Truck,53.56702381518584,9.953257489684583
Altona-Nord,53.56323304186646,9.942541919855124,Café 129,Bakery,53.56876798701621,9.950058303897125
Altona-Nord,53.56323304186646,9.942541919855124,The Burger Lab,Burger Joint,53.562694716847794,9.957422102423818
Altona-Nord,53.56323304186646,9.942541919855124,Silca Import AG,Gourmet Shop,53.567303394328896,9.928787919787807
